function_id,name_for_btxt,n_inputs,t,literal_count,status,runtime_ms,cg,n_transistors,n_transistors_pdn,n_transistors_pun,sat_result,work_dir,stdout_log,stderr_log
3_46,F3_046,3,4,4,SAT,217,"CG(nc=4, r=4, tr=[(0, 1, 0), (2, 3, 1), (1, 3, 4), (0, 2, 5)])",8,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_46/t_4,dataset/sweep_3input/3_46/t_4/run_t4.out.log,dataset/sweep_3input/3_46/t_4/run_t4.err.log
3_47,F3_047,3,3,3,SAT,202,"CG(nc=3, r=3, tr=[(1, 2, 0), (0, 1, 4), (0, 2, 5)])",7,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_47/t_3,dataset/sweep_3input/3_47/t_3/run_t3.out.log,dataset/sweep_3input/3_47/t_3/run_t3.err.log
3_48,F3_048,3,2,2,SAT,195,"CG(nc=3, r=2, tr=[(1, 2, 1), (0, 1, 2)])",4,2,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_48/t_2,dataset/sweep_3input/3_48/t_2/run_t2.out.log,dataset/sweep_3input/3_48/t_2/run_t2.err.log
3_49,F3_049,3,3,4,SAT,201,"CG(nc=3, r=3, tr=[(1, 2, 2), (1, 2, 3), (0, 1, 4)])",7,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_49/t_3,dataset/sweep_3input/3_49/t_3/run_t3.out.log,dataset/sweep_3input/3_49/t_3/run_t3.err.log
3_49,F3_049,3,4,4,SAT,256,"CG(nc=4, r=4, tr=[(1, 3, 2), (1, 3, 3), (0, 1, 4), (0, 2, 4)])",8,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_49/t_4,dataset/sweep_3input/3_49/t_4/run_t4.out.log,dataset/sweep_3input/3_49/t_4/run_t4.err.log
3_50,F3_050,3,3,4,SAT,201,"CG(nc=3, r=3, tr=[(1, 2, 0), (1, 2, 2), (0, 1, 4)])",5,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_50/t_3,dataset/sweep_3input/3_50/t_3/run_t3.out.log,dataset/sweep_3input/3_50/t_3/run_t3.err.log
3_50,F3_050,3,4,4,SAT,211,"CG(nc=4, r=4, tr=[(1, 3, 0), (1, 3, 2), (0, 1, 4), (0, 2, 4)])",6,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_50/t_4,dataset/sweep_3input/3_50/t_4/run_t4.out.log,dataset/sweep_3input/3_50/t_4/run_t4.err.log
3_51,F3_051,3,1,1,SAT,253,"CG(nc=2, r=1, tr=[(0, 1, 1)])",3,1,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_51/t_1,dataset/sweep_3input/3_51/t_1/run_t1.out.log,dataset/sweep_3input/3_51/t_1/run_t1.err.log
3_52,F3_052,3,5,5,SAT,234,"CG(nc=5, r=5, tr=[(1, 2, 1), (3, 4, 2), (1, 4, 3), (0, 3, 4), (0, 2, 5)])",11,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_52/t_5,dataset/sweep_3input/3_52/t_5/run_t5.out.log,dataset/sweep_3input/3_52/t_5/run_t5.err.log
3_53,F3_053,3,4,4,SAT,273,"CG(nc=4, r=4, tr=[(0, 1, 2), (2, 3, 3), (1, 3, 4), (0, 2, 5)])",10,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_53/t_4,dataset/sweep_3input/3_53/t_4/run_t4.out.log,dataset/sweep_3input/3_53/t_4/run_t4.err.log
3_54,F3_054,3,6,7,SAT,293,"CG(nc=5, r=6, tr=[(1, 4, 0), (3, 4, 1), (1, 4, 2), (0, 2, 3), (0, 1, 4), (2, 3, 5)])",12,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_54/t_6,dataset/sweep_3input/3_54/t_6/run_t6.out.log,dataset/sweep_3input/3_54/t_6/run_t6.err.log
3_54,F3_054,3,7,7,SAT,345,"CG(nc=5, r=6, tr=[(1, 2, 0), (2, 3, 1), (1, 4, 2), (0, 1, 4), (2, 4, 5), (0, 3, 3)], dropped=[(0, 3)])",12,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_54/t_7,dataset/sweep_3input/3_54/t_7/run_t7.out.log,dataset/sweep_3input/3_54/t_7/run_t7.err.log
3_55,F3_055,3,3,3,SAT,207,"CG(nc=3, r=3, tr=[(1, 2, 3), (0, 2, 4), (0, 1, 5)])",9,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_55/t_3,dataset/sweep_3input/3_55/t_3/run_t3.out.log,dataset/sweep_3input/3_55/t_3/run_t3.err.log
3_56,F3_056,3,5,5,SAT,240,"CG(nc=5, r=5, tr=[(0, 1, 0), (3, 4, 1), (2, 4, 2), (0, 2, 4), (1, 3, 5)])",9,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_56/t_5,dataset/sweep_3input/3_56/t_5/run_t5.out.log,dataset/sweep_3input/3_56/t_5/run_t5.err.log
3_57,F3_057,3,6,7,SAT,332,"CG(nc=5, r=6, tr=[(2, 4, 0), (0, 3, 1), (1, 4, 2), (1, 4, 3), (0, 1, 4), (2, 3, 5)])",12,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_57/t_6,dataset/sweep_3input/3_57/t_6/run_t6.out.log,dataset/sweep_3input/3_57/t_6/run_t6.err.log
3_57,F3_057,3,7,7,SAT,354,"CG(nc=7, r=7, tr=[(2, 6, 0), (0, 3, 1), (4, 6, 2), (4, 6, 3), (0, 4, 4), (1, 5, 5), (2, 3, 5)])",13,7,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_57/t_7,dataset/sweep_3input/3_57/t_7/run_t7.out.log,dataset/sweep_3input/3_57/t_7/run_t7.err.log
3_58,F3_058,3,4,4,SAT,211,"CG(nc=4, r=4, tr=[(2, 3, 0), (1, 3, 2), (0, 1, 4), (0, 2, 5)])",8,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_58/t_4,dataset/sweep_3input/3_58/t_4/run_t4.out.log,dataset/sweep_3input/3_58/t_4/run_t4.err.log
3_59,F3_059,3,3,3,SAT,204,"CG(nc=3, r=3, tr=[(1, 2, 0), (0, 2, 4), (0, 1, 5)])",7,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_59/t_3,dataset/sweep_3input/3_59/t_3/run_t3.out.log,dataset/sweep_3input/3_59/t_3/run_t3.err.log
3_60,F3_060,3,4,4,SAT,249,"CG(nc=4, r=4, tr=[(2, 3, 0), (1, 3, 1), (0, 1, 2), (0, 2, 3)])",8,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_60/t_4,dataset/sweep_3input/3_60/t_4/run_t4.out.log,dataset/sweep_3input/3_60/t_4/run_t4.err.log
3_61,F3_061,3,5,6,SAT,251,"CG(nc=4, r=5, tr=[(2, 3, 1), (1, 3, 2), (1, 3, 3), (0, 1, 4), (0, 2, 5)])",11,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_61/t_5,dataset/sweep_3input/3_61/t_5/run_t5.out.log,dataset/sweep_3input/3_61/t_5/run_t5.err.log
3_61,F3_061,3,6,6,SAT,291,"CG(nc=5, r=6, tr=[(1, 4, 1), (3, 4, 2), (3, 4, 3), (0, 3, 4), (0, 1, 5), (2, 4, 4)])",12,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_61/t_6,dataset/sweep_3input/3_61/t_6/run_t6.out.log,dataset/sweep_3input/3_61/t_6/run_t6.err.log
3_62,F3_062,3,5,6,SAT,252,"CG(nc=4, r=5, tr=[(1, 3, 0), (2, 3, 1), (1, 3, 2), (0, 1, 4), (0, 2, 5)])",9,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_62/t_5,dataset/sweep_3input/3_62/t_5/run_t5.out.log,dataset/sweep_3input/3_62/t_5/run_t5.err.log
3_62,F3_062,3,6,6,SAT,294,"CG(nc=5, r=6, tr=[(1, 4, 0), (3, 4, 1), (1, 4, 2), (0, 1, 4), (0, 3, 5), (2, 3, 0)])",10,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_62/t_6,dataset/sweep_3input/3_62/t_6/run_t6.out.log,dataset/sweep_3input/3_62/t_6/run_t6.err.log
3_63,F3_063,3,2,2,SAT,235,"CG(nc=2, r=2, tr=[(0, 1, 2), (0, 1, 3)])",6,2,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_63/t_2,dataset/sweep_3input/3_63/t_2/run_t2.out.log,dataset/sweep_3input/3_63/t_2/run_t2.err.log
3_64,F3_064,3,3,3,SAT,235,"CG(nc=4, r=3, tr=[(2, 3, 1), (1, 2, 2), (0, 1, 3)])",5,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_64/t_3,dataset/sweep_3input/3_64/t_3/run_t3.out.log,dataset/sweep_3input/3_64/t_3/run_t3.err.log
3_65,F3_065,3,5,6,SAT,235,"CG(nc=5, r=5, tr=[(2, 4, 1), (2, 3, 2), (0, 3, 3), (1, 4, 4), (1, 3, 5)])",11,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_65/t_5,dataset/sweep_3input/3_65/t_5/run_t5.out.log,dataset/sweep_3input/3_65/t_5/run_t5.err.log
3_65,F3_065,3,6,6,SAT,262,"CG(nc=6, r=6, tr=[(1, 2, 1), (3, 5, 2), (3, 4, 3), (4, 5, 4), (0, 3, 5), (0, 4, 1)])",12,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_65/t_6,dataset/sweep_3input/3_65/t_6/run_t6.out.log,dataset/sweep_3input/3_65/t_6/run_t6.err.log
3_66,F3_066,3,6,6,SAT,258,"CG(nc=6, r=6, tr=[(0, 1, 0), (0, 2, 1), (4, 5, 2), (2, 4, 3), (3, 5, 4), (1, 3, 5)])",12,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_66/t_6,dataset/sweep_3input/3_66/t_6/run_t6.out.log,dataset/sweep_3input/3_66/t_6/run_t6.err.log
3_67,F3_067,3,5,5,SAT,275,"CG(nc=5, r=5, tr=[(0, 1, 1), (1, 2, 2), (2, 4, 3), (3, 4, 4), (0, 3, 5)])",11,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_67/t_5,dataset/sweep_3input/3_67/t_5/run_t5.out.log,dataset/sweep_3input/3_67/t_5/run_t5.err.log
3_68,F3_068,3,2,2,SAT,196,"CG(nc=3, r=2, tr=[(1, 2, 1), (0, 1, 2)])",4,2,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_68/t_2,dataset/sweep_3input/3_68/t_2/run_t2.out.log,dataset/sweep_3input/3_68/t_2/run_t2.err.log
3_69,F3_069,3,3,4,SAT,204,"CG(nc=3, r=3, tr=[(0, 1, 1), (1, 2, 3), (0, 1, 5)])",7,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_69/t_3,dataset/sweep_3input/3_69/t_3/run_t3.out.log,dataset/sweep_3input/3_69/t_3/run_t3.err.log
3_69,F3_069,3,4,4,SAT,238,"CG(nc=3, r=4, tr=[(0, 1, 1), (1, 2, 3), (0, 1, 5), (0, 1, 1)])",8,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_69/t_4,dataset/sweep_3input/3_69/t_4/run_t4.out.log,dataset/sweep_3input/3_69/t_4/run_t4.err.log
3_70,F3_070,3,5,5,SAT,241,"CG(nc=5, r=5, tr=[(1, 2, 0), (3, 4, 1), (0, 3, 3), (2, 4, 4), (0, 1, 5)])",11,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_70/t_5,dataset/sweep_3input/3_70/t_5/run_t5.out.log,dataset/sweep_3input/3_70/t_5/run_t5.err.log
3_71,F3_071,3,4,4,SAT,218,"CG(nc=4, r=4, tr=[(1, 3, 1), (0, 1, 3), (2, 3, 4), (0, 2, 5)])",10,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_71/t_4,dataset/sweep_3input/3_71/t_4/run_t4.out.log,dataset/sweep_3input/3_71/t_4/run_t4.err.log
3_72,F3_072,3,5,6,SAT,288,"CG(nc=5, r=5, tr=[(1, 4, 0), (0, 3, 1), (2, 4, 2), (2, 3, 3), (1, 3, 5)])",9,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_72/t_5,dataset/sweep_3input/3_72/t_5/run_t5.out.log,dataset/sweep_3input/3_72/t_5/run_t5.err.log
3_72,F3_072,3,6,6,SAT,272,"CG(nc=7, r=6, tr=[(1, 2, 0), (1, 6, 1), (0, 4, 2), (3, 5, 3), (0, 2, 5), (1, 4, 3)])",10,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_72/t_6,dataset/sweep_3input/3_72/t_6/run_t6.out.log,dataset/sweep_3input/3_72/t_6/run_t6.err.log
3_73,F3_073,3,6,9,UNSAT,607,"CG(nc=6, r=7, tr=[(1, 2, 0), (2, 5, 1), (2, 4, 2), (0, 4, 3), (3, 5, 4), (0, 1, 5), (3, 4, 5)])",13,7,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_73/t_6,dataset/sweep_3input/3_73/t_6/run_t6.out.log,dataset/sweep_3input/3_73/t_6/run_t6.err.log
3_73,F3_073,3,7,9,SAT,365,"CG(nc=6, r=7, tr=[(1, 2, 0), (2, 5, 1), (2, 4, 2), (0, 4, 3), (3, 5, 4), (0, 1, 5), (3, 4, 5)])",13,7,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_73/t_7,dataset/sweep_3input/3_73/t_7/run_t7.out.log,dataset/sweep_3input/3_73/t_7/run_t7.err.log
3_73,F3_073,3,8,9,SAT,385,"CG(nc=8, r=8, tr=[(1, 2, 0), (2, 7, 1), (2, 4, 2), (0, 4, 3), (5, 7, 4), (3, 6, 5), (4, 5, 5), (0, 1, 5)])",14,8,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_73/t_8,dataset/sweep_3input/3_73/t_8/run_t8.out.log,dataset/sweep_3input/3_73/t_8/run_t8.err.log
3_73,F3_073,3,9,9,SAT,457,"CG(nc=6, r=8, tr=[(0, 1, 0), (2, 5, 1), (2, 4, 2), (0, 4, 3), (2, 4, 4), (1, 3, 5), (2, 5, 5), (2, 3, 1)], dropped=[(2, 0)])",14,8,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_73/t_9,dataset/sweep_3input/3_73/t_9/run_t9.out.log,dataset/sweep_3input/3_73/t_9/run_t9.err.log
3_74,F3_074,3,5,5,SAT,238,"CG(nc=5, r=5, tr=[(2, 4, 0), (3, 4, 1), (1, 3, 2), (0, 1, 3), (0, 2, 5)])",9,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_74/t_5,dataset/sweep_3input/3_74/t_5/run_t5.out.log,dataset/sweep_3input/3_74/t_5/run_t5.err.log
3_75,F3_075,3,6,7,SAT,333,"CG(nc=5, r=6, tr=[(1, 4, 0), (0, 3, 1), (2, 3, 2), (2, 4, 3), (1, 2, 4), (0, 1, 5)])",12,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_75/t_6,dataset/sweep_3input/3_75/t_6/run_t6.out.log,dataset/sweep_3input/3_75/t_6/run_t6.err.log
3_75,F3_075,3,7,7,SAT,382,"CG(nc=5, r=6, tr=[(1, 2, 1), (2, 4, 2), (0, 1, 3), (3, 4, 4), (0, 3, 5), (3, 4, 0)], dropped=[(0, 0)])",12,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_75/t_7,dataset/sweep_3input/3_75/t_7/run_t7.out.log,dataset/sweep_3input/3_75/t_7/run_t7.err.log
3_76,F3_076,3,3,4,SAT,212,"CG(nc=3, r=3, tr=[(1, 2, 1), (0, 1, 3), (0, 1, 5)])",7,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_76/t_3,dataset/sweep_3input/3_76/t_3/run_t3.out.log,dataset/sweep_3input/3_76/t_3/run_t3.err.log
3_76,F3_076,3,4,4,SAT,220,"CG(nc=4, r=4, tr=[(1, 3, 1), (0, 1, 3), (0, 1, 5), (1, 2, 5)])",8,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_76/t_4,dataset/sweep_3input/3_76/t_4/run_t4.out.log,dataset/sweep_3input/3_76/t_4/run_t4.err.log
3_77,F3_077,3,3,6,UNSAT,719,"CG(nc=4, r=5, tr=[(0, 1, 1), (1, 3, 3), (2, 3, 5), (0, 2, 1), (0, 1, 5)])",9,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_77/t_3,dataset/sweep_3input/3_77/t_3/run_t3.out.log,dataset/sweep_3input/3_77/t_3/run_t3.err.log
3_77,F3_077,3,4,6,UNSAT,460,"CG(nc=4, r=5, tr=[(0, 1, 1), (1, 3, 3), (2, 3, 5), (0, 2, 1), (0, 1, 5)])",9,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_77/t_4,dataset/sweep_3input/3_77/t_4/run_t4.out.log,dataset/sweep_3input/3_77/t_4/run_t4.err.log
3_77,F3_077,3,5,6,SAT,244,"CG(nc=4, r=5, tr=[(0, 1, 1), (1, 3, 3), (2, 3, 5), (0, 2, 1), (0, 1, 5)])",9,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_77/t_5,dataset/sweep_3input/3_77/t_5/run_t5.out.log,dataset/sweep_3input/3_77/t_5/run_t5.err.log
3_77,F3_077,3,6,6,SAT,320,"CG(nc=4, r=6, tr=[(0, 1, 1), (1, 3, 3), (1, 3, 5), (0, 2, 5), (2, 3, 3), (1, 2, 3)])",10,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_77/t_6,dataset/sweep_3input/3_77/t_6/run_t6.out.log,dataset/sweep_3input/3_77/t_6/run_t6.err.log
3_78,F3_078,3,4,4,SAT,207,"CG(nc=4, r=4, tr=[(2, 3, 0), (1, 3, 1), (0, 1, 3), (0, 2, 5)])",8,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_78/t_4,dataset/sweep_3input/3_78/t_4/run_t4.out.log,dataset/sweep_3input/3_78/t_4/run_t4.err.log
3_79,F3_079,3,3,3,SAT,203,"CG(nc=3, r=3, tr=[(1, 2, 1), (0, 1, 3), (0, 2, 5)])",7,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_79/t_3,dataset/sweep_3input/3_79/t_3/run_t3.out.log,dataset/sweep_3input/3_79/t_3/run_t3.err.log
3_80,F3_080,3,2,2,SAT,194,"CG(nc=3, r=2, tr=[(1, 2, 1), (0, 1, 2)])",4,2,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_80/t_2,dataset/sweep_3input/3_80/t_2/run_t2.out.log,dataset/sweep_3input/3_80/t_2/run_t2.err.log
3_81,F3_081,3,3,4,SAT,449,"CG(nc=3, r=3, tr=[(0, 1, 2), (1, 2, 3), (0, 1, 4)])",7,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_81/t_3,dataset/sweep_3input/3_81/t_3/run_t3.out.log,dataset/sweep_3input/3_81/t_3/run_t3.err.log
3_81,F3_081,3,4,4,SAT,235,"CG(nc=3, r=4, tr=[(0, 1, 2), (1, 2, 3), (0, 1, 4), (0, 1, 2)])",8,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_81/t_4,dataset/sweep_3input/3_81/t_4/run_t4.out.log,dataset/sweep_3input/3_81/t_4/run_t4.err.log
3_82,F3_082,3,5,5,SAT,253,"CG(nc=5, r=5, tr=[(1, 2, 0), (3, 4, 2), (0, 3, 3), (2, 4, 4), (0, 1, 5)])",11,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_82/t_5,dataset/sweep_3input/3_82/t_5/run_t5.out.log,dataset/sweep_3input/3_82/t_5/run_t5.err.log
3_83,F3_083,3,4,4,SAT,311,"CG(nc=4, r=4, tr=[(1, 3, 2), (0, 1, 3), (2, 3, 4), (0, 2, 5)])",10,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_83/t_4,dataset/sweep_3input/3_83/t_4/run_t4.out.log,dataset/sweep_3input/3_83/t_4/run_t4.err.log
3_84,F3_084,3,3,4,SAT,208,"CG(nc=3, r=3, tr=[(1, 2, 1), (1, 2, 2), (0, 1, 3)])",5,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_84/t_3,dataset/sweep_3input/3_84/t_3/run_t3.out.log,dataset/sweep_3input/3_84/t_3/run_t3.err.log
3_84,F3_084,3,4,4,SAT,283,"CG(nc=4, r=4, tr=[(1, 3, 1), (1, 3, 2), (0, 1, 3), (1, 2, 3)])",6,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_84/t_4,dataset/sweep_3input/3_84/t_4/run_t4.out.log,dataset/sweep_3input/3_84/t_4/run_t4.err.log
3_85,F3_085,3,1,1,SAT,189,"CG(nc=2, r=1, tr=[(0, 1, 1)])",3,1,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_85/t_1,dataset/sweep_3input/3_85/t_1/run_t1.out.log,dataset/sweep_3input/3_85/t_1/run_t1.err.log
3_86,F3_086,3,6,7,SAT,346,"CG(nc=5, r=6, tr=[(0, 1, 0), (3, 4, 1), (3, 4, 2), (0, 3, 3), (2, 4, 4), (1, 2, 5)])",12,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_86/t_6,dataset/sweep_3input/3_86/t_6/run_t6.out.log,dataset/sweep_3input/3_86/t_6/run_t6.err.log
3_86,F3_086,3,7,7,SAT,392,"CG(nc=6, r=7, tr=[(1, 5, 0), (3, 5, 1), (3, 5, 2), (0, 3, 3), (0, 4, 4), (0, 2, 5), (1, 4, 5)])",13,7,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_86/t_7,dataset/sweep_3input/3_86/t_7/run_t7.out.log,dataset/sweep_3input/3_86/t_7/run_t7.err.log
3_87,F3_087,3,3,3,SAT,211,"CG(nc=3, r=3, tr=[(0, 2, 3), (1, 2, 4), (0, 1, 5)])",9,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_87/t_3,dataset/sweep_3input/3_87/t_3/run_t3.out.log,dataset/sweep_3input/3_87/t_3/run_t3.err.log
3_88,F3_088,3,5,5,SAT,241,"CG(nc=5, r=5, tr=[(1, 4, 0), (0, 3, 1), (2, 4, 2), (0, 2, 3), (1, 3, 5)])",9,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_88/t_5,dataset/sweep_3input/3_88/t_5/run_t5.out.log,dataset/sweep_3input/3_88/t_5/run_t5.err.log
3_89,F3_089,3,6,7,SAT,297,"CG(nc=5, r=6, tr=[(0, 1, 0), (3, 4, 1), (0, 2, 2), (2, 4, 3), (0, 2, 4), (1, 3, 5)])",12,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_89/t_6,dataset/sweep_3input/3_89/t_6/run_t6.out.log,dataset/sweep_3input/3_89/t_6/run_t6.err.log
3_89,F3_089,3,7,7,SAT,338,"CG(nc=6, r=7, tr=[(1, 5, 0), (0, 3, 1), (3, 4, 2), (4, 5, 3), (0, 4, 4), (0, 2, 5), (1, 3, 5)])",13,7,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_89/t_7,dataset/sweep_3input/3_89/t_7/run_t7.out.log,dataset/sweep_3input/3_89/t_7/run_t7.err.log
3_90,F3_090,3,4,4,SAT,249,"CG(nc=4, r=4, tr=[(2, 3, 0), (1, 3, 1), (0, 1, 2), (0, 2, 3)])",8,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_90/t_4,dataset/sweep_3input/3_90/t_4/run_t4.out.log,dataset/sweep_3input/3_90/t_4/run_t4.err.log
3_91,F3_091,3,5,6,SAT,254,"CG(nc=4, r=5, tr=[(2, 3, 0), (0, 1, 2), (1, 3, 3), (0, 1, 4), (0, 2, 5)])",11,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_91/t_5,dataset/sweep_3input/3_91/t_5/run_t5.out.log,dataset/sweep_3input/3_91/t_5/run_t5.err.log
3_91,F3_091,3,6,6,SAT,282,"CG(nc=5, r=6, tr=[(2, 4, 0), (0, 3, 2), (3, 4, 3), (0, 3, 4), (0, 2, 5), (1, 2, 5)])",12,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_91/t_6,dataset/sweep_3input/3_91/t_6/run_t6.out.log,dataset/sweep_3input/3_91/t_6/run_t6.err.log
3_92,F3_092,3,4,4,SAT,212,"CG(nc=4, r=4, tr=[(2, 3, 1), (1, 3, 2), (0, 1, 3), (0, 2, 5)])",8,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_92/t_4,dataset/sweep_3input/3_92/t_4/run_t4.out.log,dataset/sweep_3input/3_92/t_4/run_t4.err.log
3_93,F3_093,3,3,3,SAT,198,"CG(nc=3, r=3, tr=[(1, 2, 1), (0, 2, 3), (0, 1, 5)])",7,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_93/t_3,dataset/sweep_3input/3_93/t_3/run_t3.out.log,dataset/sweep_3input/3_93/t_3/run_t3.err.log
3_94,F3_094,3,5,6,SAT,246,"CG(nc=4, r=5, tr=[(1, 3, 0), (0, 2, 1), (0, 2, 2), (2, 3, 3), (0, 1, 5)])",9,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_94/t_5,dataset/sweep_3input/3_94/t_5/run_t5.out.log,dataset/sweep_3input/3_94/t_5/run_t5.err.log
3_94,F3_094,3,6,6,SAT,324,"CG(nc=3, r=6, tr=[(1, 2, 0), (1, 2, 1), (1, 2, 2), (0, 1, 3), (0, 1, 5), (0, 1, 3)])",10,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_94/t_6,dataset/sweep_3input/3_94/t_6/run_t6.out.log,dataset/sweep_3input/3_94/t_6/run_t6.err.log
3_95,F3_095,3,2,2,SAT,192,"CG(nc=2, r=2, tr=[(0, 1, 2), (0, 1, 3)])",6,2,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_95/t_2,dataset/sweep_3input/3_95/t_2/run_t2.out.log,dataset/sweep_3input/3_95/t_2/run_t2.err.log
